round,algorithm,sender_node,tx_hash,receipt_status,gas_used,target_nodes,completed_nodes,submit_to_sender_receipt_ms,submit_to_all_receipt_ms,submit_to_all_complete_ms,slowest_node,completed,error
1,LabOneAdd,node1,0xc6eee062b98149f9ae4a139176ac67fae62c2941f4ab1a4ef906a85e2c0c3587,1,84384,2,2,4656.973967,5467.228193,5481.768514,node2,true,
