round,algorithm,upgrade_name,source_path,abi_input_types,abi_output_types,algo_gas,input_summary,expected_output,sender_node,tx_hash,transaction_submitted_at,tx_hash_observed_at,receipt_observed_at,event_observed_at,activation_observed_at,receipt_status,gas_used,target_nodes,completed_nodes,submit_to_tx_hash_ms,tx_hash_to_sender_receipt_ms,submit_to_sender_receipt_ms,submit_to_all_receipt_ms,tx_hash_to_all_receipt_ms,sender_receipt_to_all_receipt_ms,submit_to_all_complete_ms,tx_hash_to_all_complete_ms,sender_receipt_to_all_complete_ms,receipt_to_event_ms,event_to_all_complete_ms,all_receipt_to_all_complete_ms,mean_node_submit_to_receipt_ms,mean_node_tx_hash_to_receipt_ms,mean_node_sender_receipt_to_receipt_ms,mean_node_receipt_to_complete_ms,mean_node_submit_to_complete_ms,mean_node_tx_hash_to_complete_ms,mean_node_sender_receipt_to_complete_ms,slowest_node,completed,error
1,Add,AddLatency001,/home/liuqi/project/paper/go-ethereum/cryptoupgrade/results/upgrade-latency/lab1-add-1node-bind-event-timeline-20260812-222944/sources/addlatency001.go,"uint256,uint256",uint256,3000,"{""a"":""100"",""b"":""100"",""expected"":""200""}",200,node1,0x9a930aeedfc83184c76468c7e0db01180320e97707ab5c70234216c91b1ced22,2026-08-12T22:30:38.412809919+08:00,2026-08-12T22:30:38.414145628+08:00,2026-08-12T22:30:46.048012863+08:00,2026-08-12T22:30:46.048012863+08:00,2026-08-12T22:30:56.488339391+08:00,1,86300,1,1,1.335709,7633.867255,7635.202964,7635.143602,7633.807893,-0.059362,18075.529472,18074.193763,10440.326508,0.000000,10440.326508,10440.385870,7635.143602,7633.807893,-0.059362,10440.385870,18075.529472,18074.193763,10440.326508,node1,true,
