round,algorithm,upgrade_name,source_path,abi_input_types,abi_output_types,algo_gas,input_summary,expected_output,sender_node,tx_hash,receipt_status,gas_used,target_nodes,completed_nodes,submit_to_tx_hash_ms,tx_hash_to_sender_receipt_ms,submit_to_sender_receipt_ms,submit_to_all_receipt_ms,tx_hash_to_all_receipt_ms,sender_receipt_to_all_receipt_ms,submit_to_all_complete_ms,tx_hash_to_all_complete_ms,sender_receipt_to_all_complete_ms,all_receipt_to_all_complete_ms,mean_node_submit_to_receipt_ms,mean_node_tx_hash_to_receipt_ms,mean_node_sender_receipt_to_receipt_ms,mean_node_receipt_to_complete_ms,mean_node_submit_to_complete_ms,mean_node_tx_hash_to_complete_ms,mean_node_sender_receipt_to_complete_ms,slowest_node,completed,error
1,Add,AddLatency001,/home/liuqi/project/paper/go-ethereum/cryptoupgrade/results/upgrade-latency/lab1-add-1node-20260812-180226/sources/addlatency001.go,"uint256,uint256",uint256,3000,"{""a"":""100"",""b"":""100"",""expected"":""200""}",200,node1,0x7668ff346fc581f51e54e39b3aac30fb28bc93d26b8250e179e466ba171f77c5,1,86300,1,1,3.465547,13105.194618,13108.660165,13108.580542,13105.114995,-0.079623,13129.226475,13125.760928,20.566310,20.645933,13108.580542,13105.114995,-0.079623,20.645933,13129.226475,13125.760928,20.566310,node1,true,
