round,algorithm,upgrade_name,source_path,abi_input_types,abi_output_types,algo_gas,input_summary,expected_output,sender_node,tx_hash,transaction_submitted_at,tx_hash_observed_at,receipt_observed_at,event_observed_at,activation_observed_at,receipt_status,gas_used,target_nodes,completed_nodes,submit_to_tx_hash_ms,tx_hash_to_sender_receipt_ms,submit_to_sender_receipt_ms,submit_to_all_receipt_ms,tx_hash_to_all_receipt_ms,sender_receipt_to_all_receipt_ms,submit_to_all_complete_ms,tx_hash_to_all_complete_ms,sender_receipt_to_all_complete_ms,receipt_to_event_ms,event_to_all_complete_ms,all_receipt_to_all_complete_ms,mean_node_submit_to_receipt_ms,mean_node_tx_hash_to_receipt_ms,mean_node_sender_receipt_to_receipt_ms,mean_node_receipt_to_complete_ms,mean_node_submit_to_complete_ms,mean_node_tx_hash_to_complete_ms,mean_node_sender_receipt_to_complete_ms,slowest_node,completed,error
1,Add,AddLatency001,/home/liuqi/project/paper/go-ethereum/cryptoupgrade/results/upgrade-latency/lab1-add-5nodes-20260813-092841/sources/addlatency001.go,"uint256,uint256",uint256,3000,"{""a"":""100"",""b"":""100"",""expected"":""200""}",200,node1,0x689fde673b04ed32a5c721909fd30da171db3444d529800e659c729a69ce088a,2026-08-13T09:29:59.629651616+08:00,2026-08-13T09:29:59.631228352+08:00,2026-08-13T09:30:05.032858341+08:00,2026-08-13T09:30:05.032858341+08:00,2026-08-13T09:30:22.641931052+08:00,1,86300,5,5,1.576736,5401.630009,5403.206745,5403.504912,5401.928176,0.298167,23012.279426,23010.702690,17609.072681,0.000000,17609.072681,17608.774514,5403.326922,5401.750186,0.120177,17531.496239,22934.823161,22933.246425,17531.616416,node5,true,
