round,algorithm,upgrade_name,source_path,abi_input_types,abi_output_types,algo_gas,input_summary,expected_output,sender_node,tx_hash,receipt_status,gas_used,target_nodes,completed_nodes,submit_to_tx_hash_ms,tx_hash_to_sender_receipt_ms,submit_to_sender_receipt_ms,submit_to_all_receipt_ms,tx_hash_to_all_receipt_ms,sender_receipt_to_all_receipt_ms,submit_to_all_complete_ms,tx_hash_to_all_complete_ms,sender_receipt_to_all_complete_ms,all_receipt_to_all_complete_ms,mean_node_submit_to_receipt_ms,mean_node_tx_hash_to_receipt_ms,mean_node_sender_receipt_to_receipt_ms,mean_node_receipt_to_complete_ms,mean_node_submit_to_complete_ms,mean_node_tx_hash_to_complete_ms,mean_node_sender_receipt_to_complete_ms,slowest_node,completed,error
1,Add,AddLatency001,/home/liuqi/project/paper/go-ethereum/cryptoupgrade/results/upgrade-latency/lab1-add-stage-20260812-143628/sources/addlatency001.go,"uint256,uint256",uint256,3000,"{""a"":""100"",""b"":""100"",""expected"":""200""}",200,node1,0x7668ff346fc581f51e54e39b3aac30fb28bc93d26b8250e179e466ba171f77c5,1,86300,10,9,2.359533,10115.895248,10118.254781,87075.438372,87073.078839,76957.183591,86907.934668,86905.575135,76789.679887,-167.503704,77962.893142,77960.533609,67844.638361,87.030829,77037.418945,77035.059412,66919.164164,node4,false,round incomplete; at least one target node did not complete
